dataset,disease,tissue,cell_type,gene,both,onlyA,onlyB,neither,originally_zero,disagreement
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,790,840,0,0,1630,0.5153374233128835
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes TMIGD1 MEP1A,MEP1A,890,556,0,0,1446,0.38450899031811897
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA1,1432,1992,0,0,3424,0.5817757009345794
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enterocytes CA1 CA2 CA4-,CA2,1895,928,0,0,2823,0.3287283032235211
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Goblet cells MUC2 TFF1-,MUC2,476,47,0,0,523,0.08986615678776291
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,LGR5,321,942,0,0,1263,0.7458432304038005
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,OLFM4,302,655,0,0,957,0.6844305120167189
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Epithelial Cycling cells,MKI67,84,856,0,0,940,0.9106382978723404
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CHGA,9,65,0,0,74,0.8783783783783784
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GCG,24,30,0,0,54,0.5555555555555556
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,GIP,0,0,0,164,164,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Enteroendocrine cells,CCK,36,126,0,2,164,0.7682926829268293
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,OLFM4,124,1080,0,0,1204,0.8970099667774086
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4,LGR5,7,1556,0,0,1563,0.9955214331413947
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,OLFM4,309,534,0,0,843,0.6334519572953736
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,LGR5,404,830,0,0,1234,0.6726094003241491
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 LGR5,ASCL2,210,704,0,0,914,0.7702407002188184
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,OLFM4,156,225,0,0,381,0.5905511811023622
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,PCNA,74,231,0,0,305,0.7573770491803279
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,LGR5,167,445,0,0,612,0.7271241830065359
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,ASCL2,143,385,0,0,528,0.7291666666666666
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,SOX9,297,172,0,0,469,0.36673773987206826
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Stem cells OLFM4 PCNA,TERT,148,474,0,0,622,0.7620578778135049
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,LYZ,1,8,0,0,9,0.8888888888888888
63ff2c52-cb63-44f0-bac3-d0b33373e312,normal,colon,Paneth cells,DEFA5,0,7,0,0,7,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,BEST4,44,0,0,0,44,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,OTOP2,55,0,0,0,55,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CA7,43,0,0,0,43,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2A,41,0,0,0,41,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2B,53,0,0,0,53,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,SPIB,37,0,0,0,37,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CFTR,50,0,0,0,50,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,MUC2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF1,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF3,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,AGR2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,SPDEF,61,0,0,0,61,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,POU2F3,37,0,0,0,37,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,DCLK1,0,0,0,55,55,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,MUC2,9,0,0,0,9,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA1,1261,0,0,0,1261,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA2,542,0,0,0,542,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,TMIGD1,1202,0,0,0,1202,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,MEP1A,890,0,0,0,890,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA1,1523,0,0,0,1523,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA2,845,0,0,0,845,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1-,MUC2,10,0,0,0,10,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,LGR5,462,0,0,0,462,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,OLFM4,63,0,0,0,63,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,MKI67,127,0,0,0,127,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CHGA,7,0,0,0,7,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GCG,19,0,0,0,19,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GIP,0,26,0,0,26,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CCK,26,0,0,0,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,OLFM4,47,0,0,0,47,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,LGR5,254,0,0,0,254,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,OLFM4,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,LGR5,306,0,0,0,306,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,ASCL2,192,0,0,0,192,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,OLFM4,43,0,0,0,43,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,PCNA,69,0,0,0,69,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,LGR5,275,0,0,0,275,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,ASCL2,222,0,0,0,222,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,SOX9,178,0,0,0,178,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,TERT,294,0,0,0,294,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,LYZ,5,0,0,0,5,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,DEFA5,22,0,0,0,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,BEST4,6,38,0,0,44,0.8636363636363636
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,OTOP2,6,49,0,0,55,0.8909090909090909
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CA7,5,38,0,0,43,0.8837209302325582
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2A,33,8,0,0,41,0.1951219512195122
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2B,27,26,0,0,53,0.49056603773584906
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,SPIB,10,27,0,0,37,0.7297297297297297
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CFTR,35,15,0,0,50,0.3
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,MUC2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF1,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF3,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,AGR2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,SPDEF,29,32,0,0,61,0.5245901639344263
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,POU2F3,0,37,0,0,37,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,DCLK1,0,0,0,55,55,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,MUC2,9,0,0,0,9,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA1,735,526,0,0,1261,0.41712926249008725
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA2,360,182,0,0,542,0.33579335793357934
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,TMIGD1,637,565,0,0,1202,0.4700499168053245
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,MEP1A,587,303,0,0,890,0.3404494382022472
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA1,641,882,0,0,1523,0.5791201575837164
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA2,423,422,0,0,845,0.49940828402366866
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1-,MUC2,10,0,0,0,10,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,LGR5,334,128,0,0,462,0.27705627705627706
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,OLFM4,50,13,0,0,63,0.20634920634920634
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,MKI67,74,53,0,0,127,0.41732283464566927
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CHGA,1,6,0,0,7,0.8571428571428571
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GCG,0,19,0,0,19,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GIP,0,26,0,0,26,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CCK,0,26,0,0,26,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,OLFM4,46,1,0,0,47,0.02127659574468085
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,LGR5,6,248,0,0,254,0.9763779527559056
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,OLFM4,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,LGR5,209,97,0,0,306,0.31699346405228757
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,ASCL2,150,42,0,0,192,0.21875
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,OLFM4,25,18,0,0,43,0.4186046511627907
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,PCNA,19,50,0,0,69,0.7246376811594203
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,LGR5,175,100,0,0,275,0.36363636363636365
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,ASCL2,163,59,0,0,222,0.26576576576576577
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,SOX9,97,81,0,0,178,0.4550561797752809
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,TERT,27,267,0,0,294,0.9081632653061225
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,LYZ,5,0,0,0,5,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,DEFA5,22,0,0,0,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,BEST4,6,38,0,0,44,0.8636363636363636
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,OTOP2,6,49,0,0,55,0.8909090909090909
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CA7,5,38,0,0,43,0.8837209302325582
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2A,33,8,0,0,41,0.1951219512195122
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,GUCA2B,27,26,0,0,53,0.49056603773584906
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,SPIB,10,27,0,0,37,0.7297297297297297
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes BEST4,CFTR,35,15,0,0,50,0.3
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,MUC2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF1,2,0,0,0,2,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,TFF3,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,AGR2,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1,SPDEF,29,32,0,0,61,0.5245901639344263
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,POU2F3,0,37,0,0,37,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Tuft cells,DCLK1,0,0,0,55,55,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,MUC2,9,0,0,0,9,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells SPINK4,SPINK4,0,0,0,0,0,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA1,735,526,0,0,1261,0.41712926249008725
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,CA2,360,182,0,0,542,0.33579335793357934
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,TMIGD1,637,565,0,0,1202,0.4700499168053245
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes TMIGD1 MEP1A,MEP1A,587,303,0,0,890,0.3404494382022472
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA1,641,882,0,0,1523,0.5791201575837164
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enterocytes CA1 CA2 CA4-,CA2,423,422,0,0,845,0.49940828402366866
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Goblet cells MUC2 TFF1-,MUC2,10,0,0,0,10,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,LGR5,334,128,0,0,462,0.27705627705627706
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,OLFM4,50,13,0,0,63,0.20634920634920634
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Epithelial Cycling cells,MKI67,74,53,0,0,127,0.41732283464566927
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CHGA,1,6,0,0,7,0.8571428571428571
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GCG,0,19,0,0,19,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,GIP,0,0,0,26,26,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Enteroendocrine cells,CCK,0,26,0,0,26,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,OLFM4,46,1,0,0,47,0.02127659574468085
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4,LGR5,6,248,0,0,254,0.9763779527559056
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,OLFM4,3,0,0,0,3,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,LGR5,209,97,0,0,306,0.31699346405228757
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 LGR5,ASCL2,150,42,0,0,192,0.21875
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,OLFM4,25,18,0,0,43,0.4186046511627907
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,PCNA,19,50,0,0,69,0.7246376811594203
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,LGR5,175,100,0,0,275,0.36363636363636365
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,ASCL2,163,59,0,0,222,0.26576576576576577
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,SOX9,97,81,0,0,178,0.4550561797752809
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Stem cells OLFM4 PCNA,TERT,27,267,0,0,294,0.9081632653061225
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,LYZ,5,0,0,0,5,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,sigmoid colon,Paneth cells,DEFA5,22,0,0,0,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,BEST4,56,0,0,0,56,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,OTOP2,0,0,82,0,82,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CA7,0,0,37,0,37,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2A,44,0,0,0,44,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,GUCA2B,89,0,0,0,89,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,SPIB,31,0,0,0,31,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes BEST4,CFTR,109,0,0,0,109,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,MUC2,4,0,0,0,4,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF1,12,0,0,0,12,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,TFF3,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,AGR2,65,0,0,0,65,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1,SPDEF,219,0,0,0,219,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,POU2F3,58,0,0,0,58,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Tuft cells,DCLK1,0,96,0,0,96,1.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,MUC2,596,0,0,0,596,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells SPINK4,SPINK4,102,0,0,0,102,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA1,696,0,0,0,696,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,CA2,277,0,0,0,277,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,TMIGD1,969,0,0,0,969,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes TMIGD1 MEP1A,MEP1A,1030,0,0,0,1030,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA1,2552,0,0,0,2552,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enterocytes CA1 CA2 CA4-,CA2,1379,0,0,0,1379,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Goblet cells MUC2 TFF1-,MUC2,263,0,0,0,263,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,LGR5,807,0,0,0,807,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,OLFM4,358,0,0,0,358,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Epithelial Cycling cells,MKI67,387,0,0,0,387,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CHGA,1,0,0,0,1,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GCG,15,0,0,0,15,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,GIP,0,0,0,22,22,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Enteroendocrine cells,CCK,0,3,0,19,22,0.13636363636363635
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,OLFM4,481,0,0,0,481,0.0
63ff2c52-cb63-44f0-bac3-d0b33373e312,Crohn disease,colon,Stem cells OLFM4,LGR5,813,0,0,0,813,0.0
